,Title,Organization,Skills,Ratings,Review counts,Metadata
856,IA para todos,DeepLearning.AI," Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Algorithms, Applied Machine Learning, Machine Learning Algorithms, Media Strategy & Planning, Natural Language Processing, Strategy and Operations, Leadership and Management",4.9,4.9(1.1K reviews),Beginner · Course · 1 - 4 Weeks
857,Google Data Analytics (DE),Google," Design and Product, Data Analysis, Software Engineering, Microsoft Excel, Business Analysis, Computer Programming, SQL",4.4,4.4(28 reviews),Beginner · Professional Certificate · 3 - 6 Months
858,Uncommon Sense Teaching,Deep Teaching Solutions," Human Learning, Planning, Entrepreneurship",4.9,4.9(621 reviews),Beginner · Specialization · 1 - 3 Months
859,Introduction to Operations Management,University of Pennsylvania," Leadership and Management, Operations Management",4.4,4.4(2.6K reviews),Beginner · Course · 1 - 4 Weeks
860,Professionalism in Allied Health,MedCerts," Communication, Leadership and Management",4.8,4.8(130 reviews),Beginner · Course · 1 - 3 Months
861,Industrial IoT Markets and Security,University of Colorado Boulder," Internet Of Things, Computer Networking, Network Security, Security Engineering, System Security, Market Research, Network Analysis, Operations Management, Software Security, Software-Defined Networking",4.7,4.7(461 reviews),Intermediate · Course · 1 - 3 Months
862,Salesforce Fundamentals,"University of California, Irvine"," Cloud Computing, Data Management, Leadership and Management, Salesforce",4.3,4.3(230 reviews),Beginner · Specialization · 1 - 3 Months
863,Customer Relationship Management,Starweaver," Customer Relationship Management, Leadership and Management, Problem Solving",4.6,4.6(36 reviews),Beginner · Course · 1 - 4 Weeks
864,Embedding Sensors and Motors,University of Colorado Boulder,,4.6,4.6(2.6K reviews),Intermediate · Specialization · 3 - 6 Months
865,Building Deep Learning Models with TensorFlow,IBM,,4.4,4.4(774 reviews),Intermediate · Course · 1 - 3 Months
866,Introduction to Data Science in Python,University of Michigan,,4.5,4.5(27K reviews),Intermediate · Course · 1 - 4 Weeks
867,Finanzas corporativas,Universidad Nacional Autónoma de México,,4.7,4.7(2.6K reviews),Intermediate · Specialization · 3 - 6 Months
868,Launch Your Online Business,The State University of New York,,4.8,4.8(496 reviews),Beginner · Course · 1 - 4 Weeks
869,International Organizations Management,University of Geneva,,4.8,4.8(1.8K reviews),Beginner · Course · 1 - 3 Months
870,Deploying Machine Learning Models in Production,DeepLearning.AI,,4.5,4.5(299 reviews),Advanced · Course · 1 - 4 Weeks
871,Introduction to Environmental Science,Dartmouth College,,4.7,4.7(64 reviews),Beginner · Specialization · 1 - 3 Months
872,HTML and CSS in depth,Meta,,4.7,4.7(1.3K reviews),Beginner · Course · 1 - 4 Weeks
873,Introduction to Technical Support,IBM,,4.8,4.8(636 reviews),Beginner · Course · 1 - 3 Months
874,Design of Experiments,Arizona State University,,4.7,4.7(295 reviews),Beginner · Specialization · 3 - 6 Months
875,What is Compliance?,University of Pennsylvania,,4.8,4.8(1.1K reviews),Mixed · Course · 1 - 4 Weeks
876,Devenir entrepreneur du changement,HEC Paris," Entrepreneurship, Leadership and Management, Strategy, Professional Development, Strategy and Operations, Change Management, Collaboration, Communication, Creativity, Innovation, Organizational Development, Planning",4.7,4.7(596 reviews),Mixed · Course · 1 - 3 Months
877,Sustainable Cities,Johns Hopkins University, Planning,4.6,4.6(195 reviews),Intermediate · Specialization · 3 - 6 Months
878,تصميم تجربة المستخدم من Google,Google, Problem Solving,4.7,4.7(81 reviews),Beginner · Professional Certificate · 3 - 6 Months
879,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign," Market Analysis, Finance, Business Analysis, Financial Analysis, Data Analysis, Behavioral Economics, Decision Making, Econometrics, Probability & Statistics, Accounting, Banking, General Statistics, Statistical Analysis, Leadership and Management, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Accounting, Financial Management, Strategy and Operations, Investment Management, Market Research, Probability Distribution, Regulations and Compliance, Marketing, Risk Management, Securities Trading, Statistical Tests, Correlation And Dependence, Securities Sales, Strategy, Taxes, Game Theory, Regression, Microsoft Excel",4.8,4.8(3.9K reviews),Beginner · Specialization · 3 - 6 Months
880,Introduction to Hardware and Operating Systems,IBM," Operating Systems, Computer Networking, IBM Cloud",4.8,4.8(915 reviews),Beginner · Course · 1 - 3 Months
881,"Python, Bash and SQL Essentials for Data Engineering",Duke University," Computer Programming, Programming Principles, Python Programming, Computer Programming Tools, Data Management, Data Structures, Cloud Applications, Databases, Software Engineering Tools, SQL, Exploratory Data Analysis, Operating Systems, Amazon Web Services, Data Analysis, Extract, Transform, Load, Cloud Engineering, Cloud Platforms, DevOps, Machine Learning, Problem Solving, Small Data, Big Data, Computational Logic, Linux, Database Application",4.5,4.5(314 reviews),Beginner · Specialization · 3 - 6 Months
882,Marketing en redes sociales de Meta,Meta," Communication, Marketing, Social Media, Advertising, Marketing Management, Strategy, Media Strategy & Planning, Market Analysis, Strategy and Operations, Leadership and Management, Product Marketing, Brand Management, Digital Marketing, E-Commerce, Decision Making, Influencing, Public Relations, Planning, User Experience, Budget Management, Business Analysis, Entrepreneurship, Statistical Analysis, Emotional Intelligence",4.9,4.9(910 reviews),Beginner · Professional Certificate · 3 - 6 Months
883,Survey Data Collection and Analytics,University of Michigan," General Statistics, Probability & Statistics, Survey Creation, Research and Design, Data Analysis, Big Data, People Analysis, Statistical Analysis, Process Analysis, Data Management, Market Research, Social Media, Critical Thinking, Decision Making, Estimation, Market Analysis, Scientific Visualization, Communication, Human Learning",4.3,4.3(1.3K reviews),Beginner · Specialization · 3 - 6 Months
884,Interaction Design,University of California San Diego," Probability & Statistics, Experiment, Statistical Tests, Human Computer Interaction, User Experience, R Programming, Statistical Programming, User Experience Design, Data Analysis, General Statistics, Statistical Analysis, User Research, Visual Design, Probability Distribution, Regression, Collaboration",4.5,4.5(3.9K reviews),Intermediate · Specialization · 3 - 6 Months
885,"Teaching with Art: Using Inquiry, Activities, and Themes",The Museum of Modern Art," Critical Thinking, Creativity",4.8,4.8(1.9K reviews),Intermediate · Specialization · 3 - 6 Months
886,1. 基礎知識：データはあらゆるところにある,Google," Data Analysis, Business Analysis, Data Visualization, Decision Making, Problem Solving, Process Analysis, Data Management, Exploratory Data Analysis, SQL, Visualization (Computer Graphics)",4.7,4.7(207 reviews),Beginner · Course · 1 - 3 Months
887,Arts and Heritage Management,Università Bocconi," Leadership and Management, Marketing, Strategy, Communication, Customer Relationship Management, Organizational Development, Strategy and Operations, Brand Management, Business Process Management, Culture",4.8,4.8(1.3K reviews),Mixed · Course · 1 - 3 Months
888,Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,,4.8,4.8(878 reviews),Beginner · Course · 1 - 4 Weeks
889,The Addicted Brain,Emory University,,4.6,4.6(2.2K reviews),Beginner · Course · 1 - 3 Months
890,Strategy and Sustainability,IESE Business School,,4.7,4.7(479 reviews),Beginner · Course · 1 - 3 Months
891,Habilidades Gerenciales,Universidad Nacional Autónoma de México,,4.8,4.8(5.5K reviews),Beginner · Specialization · 3 - 6 Months
892,Formal Financial Accounting,University of Illinois at Urbana-Champaign,,4.8,4.8(360 reviews),Beginner · Course · 1 - 3 Months
893,Supply Chain Excellence,Rutgers the State University of New Jersey,,4.7,4.7(326 reviews),Advanced · Specialization · 3 - 6 Months
894,Computational Social Science,"University of California, Davis",,4.6,4.6(923 reviews),Beginner · Specialization · 3 - 6 Months
895,Financial Reporting,University of Illinois at Urbana-Champaign,,4.7,4.7(796 reviews),Intermediate · Specialization · 3 - 6 Months
896,Essentials in Clinical Simulations Across the Health Professions,The George Washington University,,4.8,4.8(972 reviews),Intermediate · Course · 1 - 3 Months
897,Customer Experiences with Contact Center AI - Dialogflow CX,Google Cloud,,4.4,4.4(221 reviews),Beginner · Specialization · 3 - 6 Months
898,Introduction to Self-Driving Cars,University of Toronto,,4.7,4.7(2.8K reviews),Advanced · Course · 1 - 3 Months
899,Introduction to Forensic Science,"Nanyang Technological University, Singapore",,4.9,4.9(2.3K reviews),Mixed · Course · 1 - 3 Months
900,Programming in Python,Meta,,4.7,4.7(1.2K reviews),Beginner · Course · 1 - 3 Months
901,Semiconductor Packaging,Arizona State University,,4.7,4.7(22 reviews),Beginner · Specialization · 3 - 6 Months
902,Kotlin for Java Developers,JetBrains,,4.7,4.7(2K reviews),Intermediate · Course · 1 - 3 Months
903,Real-Time Embedded Systems,University of Colorado Boulder,,3.9,3.9(70 reviews),Intermediate · Specialization · 3 - 6 Months
904,Health Behavior Change: From Evidence to Action,Yale University,,4.8,4.8(358 reviews),Beginner · Course · 1 - 3 Months
905,International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,,4.8,4.8(1.1K reviews),Mixed · Course · 1 - 3 Months
906,Politics and Economics of International Energy,Sciences Po,,4.7,4.7(1.7K reviews),Beginner · Course · 1 - 3 Months
907,Google SEO Fundamentals,"University of California, Davis",,4.8,4.8(3.4K reviews),Mixed · Course · 1 - 4 Weeks
908,Introduction to Genetics and Evolution,Duke University,,4.8,4.8(1.5K reviews),Mixed · Course · 1 - 3 Months
909,Information​ ​Systems,University of Minnesota,,4.8,4.8(1.8K reviews),Beginner · Specialization · 3 - 6 Months
910,"Negotiation, Mediation and Conflict Resolution",ESSEC Business School,,4.7,4.7(2K reviews),Beginner · Specialization · 3 - 6 Months
911,"Anatomy of the Chest, Neck, Abdomen, and Pelvis",Yale University,,4.8,4.8(1.6K reviews),Intermediate · Course · 1 - 3 Months
912,Digital Marketing Strategy and Planning,Digital Marketing Institute,,4.6,4.6(365 reviews),Beginner · Specialization · 1 - 3 Months
913,Foundations for Assisting in Home Care,The State University of New York,,4.8,4.8(368 reviews),Mixed · Course · 3 - 6 Months
914,Developing APIs with Google Cloud's Apigee API Platform,Google Cloud,,4.7,4.7(2.8K reviews),Intermediate · Specialization · 3 - 6 Months
915,A Law Student's Toolkit,Yale University,,4.7,4.7(1.4K reviews),Mixed · Course · 1 - 3 Months
916,Mathematics for Machine Learning: Multivariate Calculus,Imperial College London,,4.7,4.7(5.5K reviews),Beginner · Course · 1 - 3 Months
917,Data-driven Decision Making,PwC,,4.6,4.6(6K reviews),Beginner · Course · 1 - 4 Weeks
918,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版,Google Cloud,,4.4,4.4(296 reviews),Intermediate · Professional Certificate · 3 - 6 Months
919,Customer Experiences with Contact Center AI - Dialogflow ES,Google Cloud,,4.5,4.5(206 reviews),Intermediate · Specialization · 3 - 6 Months
920,Introduction to Electricity and Magnetism,Rice University,,4.7,4.7(66 reviews),Intermediate · Specialization · 3 - 6 Months
921,American Contract Law I,Yale University,,4.9,4.9(866 reviews),Beginner · Course · 1 - 3 Months
922,Tally Bookkeeper,Tally Education,,4.6,4.6(104 reviews),Beginner · Professional Certificate · 3 - 6 Months
923,Digital Fashion Innovation,"Parsons School of Design, The New School",,4.6,4.6(122 reviews),Intermediate · Specialization · 1 - 3 Months
924,Machine Learning for All,University of London,,4.7,4.7(3.3K reviews),Beginner · Course · 1 - 4 Weeks
925,The Digital Marketing Revolution,University of Illinois at Urbana-Champaign,,4.7,4.7(1.5K reviews),Beginner · Course · 1 - 4 Weeks
926,"Federal Taxation I: Individuals, Employees, and Sole Proprietors",University of Illinois at Urbana-Champaign,,4.9,4.9(605 reviews),Intermediate · Course · 1 - 3 Months
927,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,,4.7,4.7(3.2K reviews),Beginner · Course · 1 - 4 Weeks
928,Autodesk CAD/CAM for Manufacturing,Autodesk,,4.8,4.8(958 reviews),Intermediate · Specialization · 3 - 6 Months
929,Introduction to Model-Based Systems Engineering,Siemens,,4.1,4.1(19 reviews),Beginner · Course · 1 - 3 Months
930,JavaScript for Beginners,"University of California, Davis",,4.7,4.7(941 reviews),Beginner · Specialization · 3 - 6 Months
931,AI Capstone Project with Deep Learning,IBM,,4.5,4.5(490 reviews),Advanced · Course · 1 - 4 Weeks
932,"Solar Energy for Engineers, Architects and Code Inspectors",University at Buffalo,,4.7,4.7(1.3K reviews),Beginner · Specialization · 3 - 6 Months
933,Image Processing for Engineering and Science,MathWorks,,4.7,4.7(117 reviews),Beginner · Specialization · 1 - 3 Months
934,Instructional Methods in Health Professions Education,University of Michigan,,4.7,4.7(446 reviews),Intermediate · Course · 1 - 3 Months
935,Microsoft Azure Developer Associate (AZ-204),Microsoft,,4.6,4.6(130 reviews),Intermediate · Professional Certificate · 3 - 6 Months
936,Ordered Data Structures,University of Illinois at Urbana-Champaign,,,,Mixed · Course · 1 - 4 Weeks
937,Good with Words: Speaking and Presenting,University of Michigan,,,,Beginner · Specialization · 3 - 6 Months
938,ESG and Climate Change,University of Pennsylvania,,,,Mixed · Course · 1 - 4 Weeks
939,Python Project for Data Engineering,IBM,,,,Intermediate · Course · 1 - 4 Weeks
940,"Spark, Hadoop, and Snowflake for Data Engineering",Duke University,,,,Advanced · Course · 1 - 4 Weeks
941,Relationship Management and Business Development,Starweaver,,,,Intermediate · Course · 1 - 4 Weeks
942,Fundamentals of Computing,Rice University,,,,Beginner · Specialization · 3 - 6 Months
943,Introduction to the Multiphase Optimization Strategy (MOST),New York University,,,,Intermediate · Course · 1 - 3 Months
944,"Programming Languages, Part A",University of Washington,,,,Intermediate · Course · 1 - 3 Months
945,Become a Journalist: Report the News!,Michigan State University,,,,Beginner · Specialization · 3 - 6 Months
